Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Gender,Exam_Score,Previous_Scores
22,61,Medium,Low,No,7,High,Yes,3,High,Private,Neutral,2,No,Female,65,98
20,79,Medium,Medium,No,8,Medium,Yes,3,Low,Private,Neutral,4,No,Male,67,83
16,76,Low,Medium,Yes,5,Medium,Yes,0,Low,Public,Positive,4,No,Female,65,79
16,65,Medium,Medium,No,5,Medium,Yes,1,High,Public,Positive,3,No,Male,63,77
15,88,High,Medium,No,8,Medium,Yes,1,High,Private,Neutral,2,No,Male,67,55
17,100,Medium,High,Yes,5,Low,Yes,2,Low,Public,Neutral,4,No,Male,70,71
25,76,High,High,Yes,6,Low,No,0,Medium,Public,Positive,3,No,Male,68,57
19,85,Medium,Medium,Yes,9,High,Yes,1,Medium,Public,Neutral,3,No,Male,66,53
12,99,Medium,Medium,Yes,7,Low,Yes,3,Medium,Private,Negative,1,No,Female,67,66
31,93,Medium,Low,No,8,Low,Yes,2,High,Private,Neutral,1,No,Male,72,82
22,79,High,High,Yes,8,Medium,Yes,0,Medium,Private,Negative,2,Yes,Female,68,93
12,89,Medium,High,No,8,Medium,No,1,Low,Public,Neutral,2,No,Male,66,91
17,65,Medium,Medium,No,7,Medium,Yes,0,High,Private,Neutral,4,No,Male,62,65
21,80,High,Low,Yes,6,Medium,Yes,1,Low,Public,Negative,4,No,Male,65,52
30,71,High,Low,No,10,Low,Yes,3,Medium,Public,Neutral,4,Yes,Female,67,70
13,66,Medium,Medium,Yes,7,Low,Yes,3,Medium,Public,Negative,2,No,Female,62,66
26,77,Medium,Low,Yes,7,Low,Yes,1,High,Public,Neutral,3,Yes,Female,66,69
28,65,Medium,Medium,No,8,High,No,1,High,Private,Positive,3,No,Female,67,78
16,88,Medium,Medium,Yes,6,Medium,Yes,2,High,Public,Positive,3,No,Female,68,52
18,78,Medium,Medium,Yes,6,Medium,Yes,1,Medium,Public,Negative,4,No,Female,66,69
14,81,High,High,No,9,Medium,Yes,0,Medium,Private,Positive,4,No,Female,68,78
19,66,Low,Medium,No,6,Medium,Yes,2,Low,Public,Negative,5,No,Male,62,72
20,66,Medium,High,No,8,Medium,Yes,1,Low,Public,Neutral,2,Yes,Male,64,83
24,83,High,Low,No,8,Medium,Yes,1,Low,Public,Positive,3,No,Male,68,59
27,99,Low,Low,Yes,7,Low,Yes,2,Medium,Private,Positive,2,No,Male,71,58
16,64,Medium,Medium,No,7,Medium,Yes,2,Medium,Public,Neutral,4,No,Male,63,65
8,71,High,Medium,No,8,High,Yes,1,Low,Public,Positive,2,No,Male,62,55
20,95,High,Low,Yes,7,Low,Yes,1,Low,Private,Positive,3,No,Male,69,62
22,63,Medium,Medium,Yes,4,Medium,Yes,0,Medium,Private,Positive,3,No,Male,62,54
21,95,Low,Medium,Yes,9,Medium,Yes,3,High,Public,Positive,3,No,Female,71,70
18,81,Low,High,Yes,6,Medium,Yes,3,Low,Public,Positive,4,No,Male,69,86
21,76,Medium,Medium,Yes,7,Low,Yes,1,Medium,Private,Positive,2,No,Male,66,64
29,72,Low,Medium,No,5,Low,Yes,0,Low,Public,Neutral,4,No,Female,64,50
22,72,Low,High,No,6,Low,No,1,Low,Public,Neutral,3,No,Male,65,78
18,72,High,High,No,6,High,Yes,1,High,Private,Positive,1,No,Male,68,85
17,95,High,Medium,No,7,High,Yes,1,Low,Public,Neutral,3,No,Male,69,70
19,89,High,Medium,Yes,6,Low,Yes,2,Low,Public,Neutral,3,Yes,Male,68,65
30,87,Low,Medium,Yes,10,Low,Yes,3,Low,Public,Neutral,4,No,Male,71,75
19,92,Low,Medium,No,7,Medium,Yes,1,Medium,Public,Neutral,5,No,Male,66,55
20,70,High,Low,No,8,Medium,Yes,2,Low,Private,Positive,3,No,Male,65,82
17,85,High,Medium,Yes,7,Medium,Yes,1,Low,Private,Neutral,1,No,Female,68,87
27,78,High,High,No,8,Medium,Yes,0,High,Public,Positive,3,No,Male,72,85
32,91,High,Medium,Yes,4,Medium,Yes,3,Low,Public,Neutral,2,No,Female,75,66
23,72,High,Low,Yes,6,Low,Yes,2,High,Public,Negative,3,No,Male,67,92
20,86,Medium,Medium,No,6,Low,Yes,1,Low,Private,Neutral,2,No,Male,67,97
20,95,Medium,Medium,No,6,High,Yes,2,Low,Public,Neutral,3,No,Female,70,65
6,76,Medium,Medium,Yes,8,Medium,Yes,5,Medium,Public,Neutral,3,No,Male,64,63
24,63,Medium,Medium,Yes,8,High,Yes,1,Low,Private,Positive,3,No,Female,65,85
21,81,Medium,Medium,Yes,7,Medium,Yes,1,Low,Public,Negative,3,No,Male,68,85
23,74,High,High,No,7,Medium,Yes,1,Medium,Public,Neutral,2,No,Female,67,76
16,87,Low,Medium,Yes,10,Medium,No,1,Low,Public,Positive,1,No,Male,66,96
18,98,High,Medium,No,7,Low,Yes,0,High,Private,Neutral,1,No,Male,69,57
18,79,Low,High,No,4,Low,Yes,2,Low,Public,Negative,1,No,Female,64,74
26,79,Medium,High,Yes,8,High,Yes,1,Medium,Public,Negative,3,Yes,Female,68,52
18,86,High,Medium,No,8,Low,Yes,5,Low,Private,Negative,3,No,Male,68,53
32,64,Low,High,Yes,9,Low,No,1,Low,Private,Positive,3,No,Female,65,53
23,70,Medium,Medium,Yes,8,Medium,Yes,0,High,Public,Positive,2,No,Male,65,75
12,97,Low,Medium,Yes,6,Medium,No,1,Medium,Public,Negative,2,No,Male,65,79
19,87,High,Medium,No,8,Low,Yes,0,High,Public,Neutral,2,No,Female,67,50
16,61,High,Medium,Yes,7,Medium,Yes,2,Low,Public,Negative,3,No,Female,63,82
7,68,High,Medium,No,9,Medium,Yes,1,Low,Public,Positive,3,No,Female,62,74
30,87,High,Medium,Yes,9,High,Yes,2,Medium,Private,Neutral,4,No,Male,73,61
24,91,High,High,Yes,7,High,Yes,2,Medium,Public,Neutral,3,No,Male,72,51
23,94,Low,Medium,No,8,High,Yes,5,Low,Public,Neutral,6,No,Female,71,58
21,72,Medium,Medium,No,9,High,Yes,3,Low,Public,Neutral,4,No,Male,67,80
12,97,Medium,Low,Yes,7,Medium,Yes,0,Low,Public,Neutral,2,No,Male,66,83
17,82,Medium,High,Yes,10,High,Yes,1,Medium,Private,Positive,2,No,Male,68,82
25,88,High,High,Yes,9,Low,Yes,0,Low,Public,Negative,4,No,Male,70,58
14,84,Medium,Medium,Yes,6,Medium,No,2,Low,Private,Neutral,2,No,Male,66,96
5,65,Low,High,No,7,Medium,Yes,0,Low,Private,Negative,2,No,Male,56,71
19,99,Medium,High,Yes,8,High,No,1,Low,Public,Positive,3,No,Female,71,88
19,65,Low,High,No,10,Medium,Yes,2,Medium,Private,Positive,3,No,Female,64,58
21,70,Medium,Medium,No,8,Low,Yes,2,Medium,Public,Positive,3,No,Male,65,74
24,93,Medium,Medium,Yes,7,High,Yes,2,Low,Public,Neutral,1,Yes,Male,70,76
24,85,High,Low,Yes,9,Medium,Yes,1,Low,Public,Positive,2,No,Male,70,89
22,94,Low,High,Yes,7,Medium,Yes,2,Medium,Public,Neutral,4,No,Male,71,81
27,81,High,High,Yes,6,Medium,Yes,0,Low,Public,Positive,5,No,Female,70,70
11,75,Low,High,No,8,Medium,Yes,3,Low,Public,Neutral,3,Yes,Female,62,64
23,97,Medium,Medium,Yes,6,Low,Yes,1,Low,Private,Positive,3,No,Female,72,99
24,61,Medium,Medium,No,10,Low,Yes,0,Low,Private,Positive,3,No,Female,62,64
13,94,Low,Medium,Yes,7,High,Yes,2,Low,Public,Neutral,4,No,Male,67,56
11,69,Low,Medium,Yes,8,Low,Yes,0,Low,Public,Negative,2,No,Male,58,65
16,94,Low,Medium,Yes,6,Medium,Yes,3,Medium,Public,Negative,4,No,Female,69,66
16,66,Medium,Low,No,9,Medium,Yes,0,Low,Private,Positive,4,Yes,Female,60,56
25,83,High,High,Yes,7,High,Yes,2,Low,Public,Negative,4,No,Male,72,85
16,96,Medium,Medium,No,7,Medium,Yes,0,Low,Public,Negative,3,No,Male,66,81
15,79,Medium,High,Yes,7,Medium,Yes,2,Low,Public,Positive,3,No,Female,66,66
16,90,Medium,High,Yes,5,Low,Yes,1,High,Private,Negative,4,No,Male,69,100
27,92,Low,Medium,Yes,7,Low,Yes,2,Low,Public,Positive,4,Yes,Female,70,83
20,89,Low,Medium,Yes,8,Medium,Yes,2,Medium,Public,Positive,1,No,Female,70,85
19,97,High,High,No,5,Low,Yes,0,Medium,Private,Negative,3,No,Male,70,78
19,78,Low,High,Yes,9,Medium,Yes,2,Low,Public,Negative,2,No,Female,67,78
28,67,High,Medium,Yes,7,Medium,Yes,2,Medium,Public,Neutral,3,No,Female,67,51
16,62,Low,Low,No,7,High,Yes,0,Medium,Public,Neutral,3,No,Female,59,89
28,70,Medium,Medium,Yes,4,Low,Yes,1,Medium,Private,Positive,2,No,Male,67,96
21,66,High,Medium,Yes,7,Medium,Yes,1,Low,Private,Neutral,4,No,Male,65,56
19,82,Medium,Medium,No,5,Medium,Yes,1,High,Public,Negative,3,No,Male,68,90
35,67,High,High,Yes,6,Low,Yes,1,Low,Public,Positive,3,No,Male,71,77
14,62,Medium,Medium,No,5,Medium,Yes,2,Low,Public,Neutral,3,No,Male,61,64
18,61,Medium,Medium,Yes,6,Medium,Yes,0,Medium,Public,Negative,3,No,Male,63,96
13,93,Medium,High,Yes,7,Low,Yes,1,Low,Private,Neutral,3,No,Female,67,51
26,84,High,Medium,No,7,Medium,No,1,Medium,Public,Neutral,4,No,Male,69,64
30,74,Medium,High,No,8,Low,Yes,0,Medium,Public,Positive,3,No,Male,70,94
30,96,Medium,Low,Yes,4,High,No,0,Low,Public,Negative,3,No,Male,69,74
27,63,High,Medium,Yes,7,Medium,Yes,1,Low,Public,Neutral,4,No,Female,66,80
19,99,Medium,Low,Yes,7,Low,Yes,1,Medium,Public,Positive,4,No,Female,70,87
18,85,Medium,Medium,Yes,6,Low,Yes,2,Medium,Public,Neutral,2,No,Male,67,57
10,67,High,High,No,6,Medium,Yes,0,Low,Private,Neutral,2,No,Female,61,61
32,87,Medium,High,Yes,9,Medium,Yes,2,Medium,Private,Neutral,2,No,Male,74,100
23,91,Medium,High,Yes,10,Low,Yes,1,Medium,Private,Negative,3,No,Male,70,62
17,77,High,Medium,Yes,4,Low,Yes,0,Medium,Private,Positive,4,No,Female,66,77
28,94,Medium,High,Yes,6,High,Yes,1,Low,Public,Positive,1,No,Female,73,65
14,66,Medium,Medium,Yes,5,Medium,Yes,1,Medium,Private,Negative,2,No,Male,62,93
22,71,Medium,Low,Yes,7,Low,Yes,2,Low,Public,Neutral,2,No,Female,65,98
19,64,High,Medium,No,9,Low,Yes,0,Medium,Private,Neutral,3,No,Female,62,57
24,68,Low,Medium,Yes,8,Medium,No,1,Low,Public,Positive,4,No,Male,64,80
20,70,Medium,Medium,Yes,7,Medium,Yes,1,Low,Public,Negative,2,No,Male,63,91
11,97,Medium,Medium,No,7,Medium,Yes,1,Medium,Public,Positive,4,No,Male,69,91
20,63,Medium,Medium,No,7,Low,Yes,3,Low,Public,Negative,5,Yes,Male,63,72
26,77,Medium,Medium,Yes,8,Medium,Yes,1,Low,Public,Neutral,4,No,Male,67,61
20,81,Medium,Low,No,8,Medium,Yes,1,Medium,Private,Neutral,2,No,Female,65,69
25,96,Medium,High,No,8,Medium,Yes,0,Low,Private,Neutral,1,No,Male,71,88
14,100,Medium,Medium,Yes,4,Medium,Yes,3,Low,Public,Neutral,3,No,Female,71,100
20,90,Medium,Medium,No,7,High,Yes,0,Medium,Public,Positive,4,Yes,Male,69,78
16,99,Medium,High,Yes,7,Medium,Yes,2,Low,Private,Neutral,3,No,Male,71,60
24,91,Low,Medium,Yes,8,Medium,Yes,1,Low,Public,Neutral,5,No,Male,68,52
20,99,Low,Medium,Yes,7,Medium,Yes,2,Low,Public,Neutral,0,No,Male,70,97
24,88,Medium,High,Yes,8,Medium,Yes,0,Low,Private,Neutral,3,No,Male,71,74
27,63,Medium,Medium,Yes,6,Medium,Yes,1,Medium,Public,Positive,4,No,Female,68,86
24,76,Low,High,No,8,Medium,Yes,1,High,Private,Positive,4,No,Female,69,83
22,86,Medium,Medium,Yes,9,Medium,Yes,4,Medium,Private,Positive,2,No,Male,71,95
14,74,High,Medium,No,5,Low,No,2,Low,Private,Positive,3,No,Female,63,63
20,71,Low,Medium,No,5,Medium,Yes,4,Medium,Public,Positive,4,No,Male,66,72
17,83,Medium,Medium,No,8,Medium,Yes,1,Low,Public,Positive,3,No,Male,67,96
18,97,High,Low,Yes,7,Medium,Yes,3,High,Private,Positive,3,No,Male,71,79
18,61,Low,Low,No,9,Medium,Yes,0,Medium,Public,Neutral,2,No,Female,59,54
14,91,High,Medium,Yes,7,Medium,Yes,0,High,Public,Neutral,2,No,Male,67,60
8,89,High,High,No,8,Medium,Yes,2,Medium,Public,Positive,4,Yes,Male,66,62
16,99,Low,High,Yes,6,High,Yes,1,High,Public,Positive,3,No,Female,72,100
21,97,High,High,No,8,Low,Yes,0,Low,Public,Neutral,3,Yes,Female,70,61
12,90,Medium,Medium,Yes,8,Low,Yes,3,High,Public,Neutral,3,No,Female,68,93
20,81,Low,Medium,No,6,Low,Yes,0,Low,Public,Positive,2,No,Female,63,54
31,68,Medium,Medium,No,9,Medium,Yes,3,High,Public,Neutral,2,No,Female,69,59
26,82,Low,Medium,No,4,Low,Yes,0,Low,Private,Positive,3,No,Male,67,94
30,91,Medium,High,Yes,7,Low,Yes,1,Medium,Public,Positive,3,No,Female,75,95
22,96,Low,Low,Yes,5,Medium,Yes,0,Medium,Private,Positive,2,No,Female,67,59
27,92,High,High,Yes,5,Medium,Yes,0,Medium,Private,Positive,3,No,Male,74,61
16,68,Medium,High,Yes,8,Medium,Yes,1,Medium,Public,Positive,4,No,Male,66,77
16,84,Medium,High,Yes,5,Medium,No,2,Low,Public,Neutral,1,No,Male,65,53
4,73,Low,Medium,Yes,5,High,Yes,1,Low,Public,Negative,1,No,Male,60,97
27,60,Medium,High,No,8,High,Yes,1,Medium,Private,Negative,4,Yes,Female,63,68
29,68,Low,High,Yes,5,Low,Yes,3,High,Public,Neutral,2,Yes,Male,69,74
17,65,High,High,No,9,Medium,Yes,1,Medium,Public,Positive,2,No,Male,64,55
18,94,Low,Medium,Yes,8,Medium,Yes,1,Medium,Private,Positive,4,No,Female,68,52
15,70,Medium,Medium,No,6,Low,Yes,2,Medium,Public,Positive,4,No,Male,63,73
22,71,Medium,Medium,Yes,8,Low,Yes,0,Medium,Public,Neutral,2,No,Male,65,56
27,98,Medium,High,No,4,Medium,Yes,0,High,Public,Positive,3,No,Female,74,82
10,75,Medium,High,Yes,8,Medium,Yes,2,Low,Public,Positive,2,No,Male,65,90
22,60,Medium,Medium,Yes,5,Medium,Yes,0,Low,Public,Negative,2,No,Female,61,52
18,71,Medium,High,Yes,6,Medium,Yes,1,Low,Public,Positive,3,No,Male,66,81
21,65,Medium,High,Yes,6,High,Yes,1,Medium,Public,Positive,3,No,Male,67,91
23,64,High,Medium,Yes,9,Medium,Yes,0,Low,Public,Positive,3,No,Male,66,72
19,63,High,Medium,No,6,High,Yes,4,High,Private,Positive,2,No,Male,69,98
19,84,Medium,Medium,Yes,7,Low,Yes,2,Low,Public,Neutral,3,No,Female,65,56
19,68,High,High,No,6,Medium,Yes,2,Medium,Public,Neutral,3,No,Female,65,66
26,74,High,Medium,No,6,Medium,Yes,0,Low,Private,Neutral,3,No,Female,66,62
23,94,Medium,High,No,5,Low,Yes,2,Medium,Public,Neutral,2,No,Male,73,100
21,77,Low,Medium,Yes,7,Medium,Yes,2,Low,Public,Negative,2,No,Female,64,65
12,97,Medium,Low,Yes,7,Low,Yes,0,Low,Public,Positive,5,No,Female,67,69
18,80,Medium,Low,Yes,8,High,Yes,0,Medium,Private,Positive,1,No,Male,67,92
25,76,Medium,Low,Yes,7,Medium,Yes,3,Medium,Public,Positive,4,Yes,Female,68,96
20,90,Medium,Low,Yes,7,Medium,Yes,2,High,Public,Positive,3,No,Male,71,97
24,63,Medium,Medium,Yes,8,Medium,Yes,0,Low,Private,Negative,3,No,Male,64,78
31,64,Medium,Medium,Yes,6,Medium,Yes,1,Medium,Public,Positive,2,No,Female,67,83
26,86,Medium,Low,No,5,Medium,Yes,2,Low,Private,Positive,1,No,Female,68,67
21,79,Low,Medium,Yes,8,High,Yes,1,Low,Private,Negative,3,No,Male,67,80
17,92,Low,Medium,Yes,6,High,Yes,3,Medium,Public,Positive,2,No,Male,70,65
5,97,Medium,Low,Yes,7,Medium,Yes,2,Medium,Private,Neutral,3,Yes,Female,64,87
19,76,Medium,Medium,Yes,6,Medium,Yes,0,Low,Public,Neutral,4,Yes,Female,63,65
18,84,High,High,No,6,Medium,Yes,3,High,Public,Neutral,4,No,Male,71,94
22,80,Low,Low,No,4,Low,Yes,1,Low,Public,Neutral,3,No,Male,64,57
19,99,Low,Low,No,8,High,Yes,3,Medium,Private,Positive,4,No,Male,70,79
18,93,Medium,High,No,4,High,Yes,3,Low,Public,Negative,3,No,Female,70,76
9,96,Medium,High,Yes,9,Medium,Yes,1,High,Private,Neutral,1,No,Male,67,63
14,70,Medium,Medium,Yes,9,Low,Yes,1,Low,Public,Negative,4,No,Male,62,51
23,91,Medium,Medium,No,6,Low,Yes,2,Low,Private,Positive,2,No,Male,69,57
30,71,Low,High,No,9,Low,Yes,2,High,Public,Positive,1,No,Female,69,98
19,68,Low,High,No,10,Low,No,0,Low,Public,Positive,3,No,Female,62,97
22,98,Low,Medium,No,7,High,Yes,1,High,Private,Neutral,1,No,Female,70,56
26,61,Medium,Medium,Yes,8,High,Yes,2,Medium,Public,Positive,3,No,Male,66,69
15,99,High,Medium,No,7,Low,Yes,1,Low,Public,Positive,3,No,Male,69,73
22,66,Medium,Low,Yes,9,Medium,Yes,3,Low,Public,Negative,3,No,Female,65,74
16,93,Low,High,Yes,5,Low,Yes,0,Medium,Public,Negative,3,No,Female,66,65
25,71,High,Medium,Yes,7,Low,Yes,2,Low,Public,Positive,3,No,Female,69,96
21,74,High,Medium,Yes,8,Low,Yes,1,Medium,Private,Positive,5,Yes,Female,66,95
22,69,Low,High,Yes,8,Medium,Yes,1,Low,Public,Positive,3,No,Female,65,51
15,83,Medium,Low,Yes,7,Low,Yes,1,High,Public,Neutral,2,No,Female,66,83
24,74,Low,Low,Yes,9,Medium,Yes,1,Low,Public,Neutral,3,No,Female,63,54
33,86,Low,Medium,Yes,7,Medium,Yes,0,Low,Public,Neutral,3,No,Female,72,80
14,61,Medium,Medium,Yes,7,Low,Yes,3,Medium,Public,Negative,2,No,Male,62,93
18,63,High,High,No,8,Medium,Yes,1,High,Private,Negative,1,No,Male,64,82
21,64,Medium,Low,No,7,High,Yes,2,Low,Public,Negative,2,Yes,Female,61,73
25,77,High,Medium,Yes,7,Low,Yes,0,High,Public,Positive,2,No,Male,70,98
17,93,Medium,Medium,No,6,Medium,Yes,1,Low,Private,Negative,2,No,Female,67,87
3,96,High,High,Yes,10,Medium,Yes,3,Low,Private,Neutral,4,No,Male,66,62
28,70,Medium,Medium,Yes,6,Medium,Yes,2,Low,Public,Positive,4,Yes,Male,66,69
25,83,Low,Medium,Yes,8,Low,Yes,1,Medium,Public,Neutral,3,Yes,Male,68,88
10,91,High,High,Yes,10,Medium,Yes,0,Low,Public,Positive,3,No,Male,67,51
16,72,Medium,High,No,5,Medium,Yes,1,High,Public,Positive,3,No,Male,65,53
29,76,Medium,High,Yes,8,Low,No,0,Medium,Public,Positive,4,No,Male,70,93
29,81,Medium,Medium,Yes,7,Medium,No,1,High,Public,Neutral,4,No,Female,69,52
26,65,Medium,Medium,Yes,10,Medium,Yes,1,Low,Public,Positive,4,No,Male,68,84
19,61,Medium,Medium,No,6,Medium,Yes,0,High,Public,Neutral,1,No,Male,61,66
20,66,Medium,High,Yes,6,Low,Yes,0,Medium,Public,Negative,5,No,Male,65,91
19,85,High,High,No,7,Medium,Yes,3,Medium,Public,Neutral,2,No,Female,71,92
27,63,Medium,High,No,6,Low,Yes,0,Medium,Private,Negative,3,No,Female,66,98
15,68,Medium,High,No,6,Medium,No,0,High,Private,Positive,3,No,Female,62,55
15,74,Low,Low,No,10,Medium,Yes,0,Low,Public,Negative,2,No,Male,61,71
26,63,High,High,Yes,7,Medium,Yes,1,Low,Public,Negative,2,No,Male,67,79
20,68,Medium,High,Yes,6,Medium,Yes,0,Low,Public,Neutral,3,No,Female,66,96
28,96,Low,High,No,6,High,No,1,High,Public,Positive,2,No,Female,71,63
16,61,Medium,High,Yes,8,High,Yes,0,Low,Private,Positive,3,No,Male,62,54
20,86,Medium,Medium,Yes,8,Low,Yes,1,High,Public,Neutral,3,Yes,Male,67,60
14,75,Medium,Medium,Yes,6,Medium,Yes,0,Low,Public,Neutral,2,No,Male,64,75
20,87,Medium,Low,No,5,Medium,Yes,2,Medium,Private,Neutral,3,No,Male,68,84
11,84,Medium,Medium,Yes,7,High,Yes,3,Medium,Public,Neutral,4,No,Female,67,85
17,69,Medium,Medium,Yes,7,High,Yes,1,High,Public,Neutral,2,No,Male,63,54
11,94,High,High,No,6,Medium,Yes,2,Medium,Public,Positive,4,No,Male,70,88
24,80,Low,High,Yes,9,Medium,Yes,1,Low,Public,Negative,1,No,Male,67,83
24,93,Medium,High,Yes,8,Low,Yes,1,Medium,Private,Neutral,3,No,Female,71,70
10,76,Medium,Low,Yes,7,Low,Yes,3,Medium,Private,Neutral,4,No,Female,62,79
28,99,Medium,Medium,Yes,6,Medium,Yes,3,Low,Public,Positive,4,No,Female,75,88
35,91,Low,Medium,Yes,10,Low,Yes,1,Medium,Public,Neutral,5,No,Male,72,63
20,99,Medium,Low,Yes,5,Low,Yes,4,High,Public,Neutral,3,No,Female,73,97
16,81,Low,Medium,No,6,High,Yes,3,Low,Private,Positive,3,No,Male,64,57
37,79,Medium,High,No,6,High,Yes,1,High,Public,Negative,1,No,Male,73,95
12,90,Medium,Low,Yes,7,Low,Yes,2,Low,Public,Neutral,2,No,Male,66,87
20,95,Low,Low,No,8,High,Yes,1,Medium,Private,Positive,3,No,Female,69,83
21,99,Medium,Medium,Yes,5,High,Yes,1,Low,Public,Neutral,4,No,Male,70,54
28,73,Medium,High,Yes,6,Medium,Yes,1,Medium,Public,Negative,0,No,Female,70,96
22,92,High,High,No,8,Medium,Yes,0,Medium,Private,Positive,2,No,Male,71,65
17,68,Low,High,Yes,6,High,Yes,0,Low,Private,Positive,4,Yes,Male,64,87
14,82,Medium,High,No,6,Low,Yes,7,Medium,Private,Negative,4,No,Male,71,94
18,67,High,Medium,Yes,7,High,Yes,1,Low,Private,Positive,2,No,Male,63,62
14,74,High,High,Yes,6,Low,Yes,2,Low,Public,Neutral,4,No,Male,68,96
20,97,Medium,Medium,No,7,Medium,Yes,3,Medium,Public,Neutral,3,Yes,Male,71,81
17,66,Medium,Medium,Yes,8,Medium,Yes,4,Medium,Private,Negative,5,No,Male,65,83
11,85,High,Medium,Yes,7,Medium,No,1,Low,Public,Neutral,3,No,Male,66,96
28,84,High,High,Yes,9,High,Yes,0,High,Private,Negative,3,No,Male,72,76
17,65,High,High,Yes,8,Low,Yes,1,Low,Public,Positive,4,No,Male,65,72
12,73,Low,Medium,No,7,Medium,No,1,Low,Public,Positive,3,No,Male,60,82
19,83,Low,Medium,No,7,High,No,2,Low,Public,Positive,4,No,Male,67,78
20,67,Medium,High,No,10,High,Yes,1,Low,Private,Positive,2,No,Male,65,53
10,92,High,Low,Yes,6,High,Yes,0,Low,Public,Negative,2,No,Female,64,59
22,99,High,High,Yes,7,Medium,Yes,2,High,Public,Negative,4,Yes,Male,72,51
14,69,High,Medium,No,6,Medium,Yes,3,Low,Private,Positive,2,No,Male,62,55
30,67,Medium,Medium,Yes,8,Medium,Yes,0,Low,Public,Neutral,4,No,Female,67,86
23,78,Medium,Medium,Yes,10,Medium,Yes,1,Medium,Private,Positive,3,Yes,Female,67,50
18,90,Medium,Medium,No,7,Low,Yes,4,Medium,Public,Positive,3,No,Female,69,65
16,71,High,High,Yes,7,Low,Yes,1,Medium,Private,Neutral,4,No,Female,65,72
19,61,Medium,High,No,7,Low,Yes,0,Medium,Public,Negative,3,Yes,Male,62,97
24,82,High,Medium,Yes,5,Medium,Yes,0,Medium,Private,Neutral,3,No,Male,69,66
20,98,Medium,High,No,7,Medium,Yes,1,High,Public,Positive,3,No,Female,72,89
19,76,Low,High,Yes,10,Low,Yes,1,Low,Public,Negative,3,No,Female,63,70
20,77,High,Medium,No,8,Low,Yes,1,Medium,Public,Negative,3,No,Female,64,55
16,99,Low,Medium,Yes,9,Medium,Yes,1,High,Public,Neutral,3,Yes,Female,67,55
18,88,Medium,Medium,No,9,High,Yes,2,High,Public,Neutral,4,No,Male,70,72
7,89,High,Low,Yes,6,Medium,Yes,3,Low,Private,Neutral,2,No,Male,64,53
26,83,Medium,Medium,No,10,Medium,Yes,1,High,Public,Neutral,2,No,Female,69,79
22,99,High,High,No,4,Low,Yes,2,Medium,Private,Negative,4,No,Female,72,75
15,88,Medium,Medium,Yes,7,Medium,Yes,4,Medium,Private,Negative,2,No,Female,69,85
31,96,High,Medium,Yes,4,Medium,Yes,3,Low,Private,Neutral,5,No,Female,75,59
21,88,Low,Medium,No,4,Low,Yes,1,Medium,Public,Positive,2,Yes,Male,67,80
14,89,Medium,Medium,Yes,8,High,Yes,1,Low,Private,Neutral,3,No,Male,67,59
25,72,Medium,Medium,No,6,High,Yes,0,Medium,Public,Neutral,2,No,Female,66,86
22,72,Medium,Low,Yes,9,High,Yes,0,Medium,Public,Neutral,3,No,Male,64,65
22,91,Medium,Low,No,4,Medium,Yes,2,Low,Private,Negative,3,No,Male,68,81
17,72,High,Medium,Yes,7,High,Yes,1,Low,Public,Neutral,5,No,Male,66,94
23,83,High,Medium,No,5,Medium,Yes,3,Low,Public,Negative,2,No,Male,69,74
18,70,High,Low,Yes,7,Medium,Yes,1,Medium,Public,Positive,3,No,Male,65,60
23,93,Medium,Low,Yes,9,High,Yes,2,Medium,Private,Negative,3,No,Female,70,94
9,64,Medium,Low,Yes,10,Low,Yes,0,Medium,Private,Negative,3,No,Male,57,68
17,93,Medium,Medium,No,8,Low,Yes,2,High,Private,Negative,3,No,Male,69,87
30,84,High,Low,Yes,5,Low,Yes,0,Medium,Public,Positive,2,No,Female,70,66
15,67,Low,Medium,Yes,5,Medium,Yes,4,Medium,Private,Negative,2,No,Male,63,65
16,82,Medium,Medium,No,7,Medium,Yes,1,Medium,Public,Neutral,3,No,Female,66,82
17,71,Medium,Medium,Yes,6,Medium,Yes,3,Medium,Private,Positive,3,Yes,Male,64,58
13,73,Medium,High,No,8,Medium,Yes,0,High,Public,Neutral,3,No,Female,65,93
7,74,High,Medium,No,10,High,Yes,1,High,Public,Positive,4,No,Male,64,69
19,63,Medium,Low,Yes,6,High,Yes,2,Medium,Public,Neutral,4,No,Male,62,51
21,99,High,Medium,Yes,6,Low,Yes,1,Medium,Private,Positive,2,No,Female,71,65
20,61,Medium,High,No,5,Medium,Yes,1,Medium,Public,Neutral,2,No,Female,64,89
19,86,High,High,Yes,7,High,Yes,1,Medium,Public,Neutral,2,No,Male,72,93
20,75,Medium,Medium,No,7,Medium,Yes,0,Low,Public,Negative,2,No,Female,64,78
26,86,Medium,Low,Yes,7,Medium,Yes,2,High,Private,Neutral,4,No,Male,71,65
19,74,Medium,Medium,Yes,8,High,Yes,5,Medium,Public,Neutral,4,Yes,Female,68,76
17,87,Medium,Medium,Yes,8,Medium,No,3,High,Public,Negative,2,No,Male,68,92
